timestamp,close,high,low,trade_count,open,volume,vwap,EMA_50,EMA_200,RSI_14,MACD,MACD_Signal,MACD_Hist,date,positive,neutral,negative,compound,headline_count,day_of_week,month,dow_sin,dow_cos,month_sin,month_cos,Close_Lag_1,Volume_Lag_1,RSI_Lag_1,MA_5,MA_10,Volatility_5,momentum_1,roc_1,momentum_3,roc_3,momentum_5,roc_5,momentum_10,roc_10,bb_width,atr_14,sentiment_x_volume,rsi_x_macd
2022-11-01 04:00:00+00:00,384.52,390.39,383.29,542405,390.14,85675227,385.546624,381.407600055413,410.773542392756,55.73132585601208,1.9567734941767867,-1.103678247004139,3.060451741180926,2022-11-01,0.0,0.0,0.0,0.0,0.0,1,11,0.7818314824680297,0.6234898018587336,-0.5000000000000004,0.8660254037844384,386.21,97000212.0,57.13590997684094,384.35,379.37399999999997,3.529277546467451,-1.6899999999999977,-0.004375857694000618,4.539999999999964,0.011947997263013654,-0.4000000000000341,-0.001039176971838418,13.389999999999986,0.036079001966965674,0.0,0.0,0.0,109.05358123037385
2022-11-02 04:00:00+00:00,374.87,388.63,374.76,896387,383.9,129869586,381.393905,381.1512235826517,410.4162932147186,48.41279286348704,1.4779421139002125,-0.5873541748232688,2.065296288723481,2022-11-02,0.0,0.0,0.0,0.0,0.0,2,11,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,384.52,85675227.0,55.73132585601208,382.91999999999996,380.01099999999997,5.56866680633698,-9.649999999999977,-0.025096223863518063,-14.149999999999977,-0.0363734512364402,-7.149999999999977,-0.018716297576043095,6.3700000000000045,0.01728629579375851,0.0,0.0,0.0,71.55130542447516
2022-11-03 04:00:00+00:00,371.01,374.2,368.79,642147,371.465,87348809,372.014603,380.7535285401948,410.0241907946717,45.820810164643206,0.7780264499922964,-0.3142780498601558,1.0923044998524525,2022-11-03,0.0,0.0,0.0,0.0,0.0,3,11,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,374.87,129869586.0,48.41279286348704,381.126,380.571,7.764543128864668,-3.8600000000000136,-0.010296902926347884,-15.199999999999989,-0.03935682659692907,-8.970000000000027,-0.023606505605558215,5.599999999999966,0.015325251087819014,0.0,0.0,0.0,35.64980226816829
2022-11-04 04:00:00+00:00,376.35,378.87,370.0,704416,377.0,106018690,374.238234,380.5808411464617,409.68912421960033,49.823150248889824,0.6467759845374985,-0.1220672429806249,0.7688432275181234,2022-11-04,0.0,0.0,0.0,0.0,0.0,4,11,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,371.01,87348809.0,45.820810164643206,378.592,380.777,6.510408589328305,5.340000000000032,0.014393143041966594,-8.169999999999959,-0.021247269322791973,-12.669999999999959,-0.03256901958768177,2.0600000000000023,0.005503753773811848,0.0,7.749928571428565,0.0,32.22441705498543
2022-11-07 05:00:00+00:00,379.95,380.57,375.53,479700,377.71,68286947,378.277049,380.55610227797297,409.3932125358232,52.37727246414251,0.823753243972817,0.0670968544100634,0.7566563895627535,2022-11-07,0.0,0.0,0.0,0.0,0.0,0,11,0.0,1.0,-0.5000000000000004,0.8660254037844384,376.35,106018690.0,49.823150248889824,377.34,380.885,5.136010124600611,3.599999999999966,0.009565563969708979,5.079999999999984,0.013551364473017191,-6.259999999999991,-0.01620879832215627,1.079999999999984,0.0028505819938235977,0.0,7.5434999999999945,0.0,43.145948102785496
2022-11-08 05:00:00+00:00,382.0,385.12,377.72,602485,381.11,84641062,382.082541,380.6127257180525,409.1206432568599,53.818853424965546,1.116555903143194,0.2769886641566896,0.8395672389865043,2022-11-08,0.0,0.0,0.0,0.0,0.0,1,11,0.7818314824680297,0.6234898018587336,-0.5000000000000004,0.8660254037844384,379.95,68286947.0,52.37727246414251,376.83599999999996,380.593,4.312989682343334,2.0500000000000114,0.005395446769311807,10.990000000000009,0.029621843077006105,-2.519999999999982,-0.006553625299074106,-2.920000000000016,-0.007585991894419664,0.0,7.622071428571421,0.0,60.09175849204358
2022-11-09 05:00:00+00:00,374.13,381.14,373.61,595032,379.93,78495470,377.041946,380.35850118008966,408.772477652314,47.83260959637689,0.7054291443377565,0.3626767601929029,0.3427523841448535,2022-11-09,0.0,0.0,0.0,0.0,0.0,2,11,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,382.0,84641062.0,53.818853424965546,376.688,379.804,4.408947720261618,-7.8700000000000045,-0.0206020942408377,-2.2200000000000273,-0.005898764447987315,-0.7400000000000091,-0.0019740176594552628,-7.889999999999986,-0.02065336893356362,0.0,7.645642857142848,0.0,33.74251685901411
2022-11-10 05:00:00+00:00,394.69,395.04,385.642,963919,388.05,141455847,391.148514,380.9205207416548,408.6323534965696,60.26656127207221,2.015396166420772,0.6932206414384767,1.3221755249822946,2022-11-10,0.0,0.0,0.0,0.0,0.0,3,11,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,374.13,78495470.0,47.83260959637689,381.424,381.275,8.022454736550333,20.560000000000002,0.054954160318605894,14.740000000000009,0.03879457823397825,23.680000000000007,0.06382577289021851,14.70999999999998,0.03871256381914834,0.0,8.334928571428565,0.0,121.46099655109688
2022-11-11 05:00:00+00:00,398.51,399.35,393.61,650865,395.59,93752318,396.967279,381.6103042419821,408.5316335612804,62.07522572590503,3.323485472424068,1.219273607635595,2.1042118647884727,2022-11-11,0.0,0.0,0.0,0.0,0.0,4,11,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,394.69,141455847.0,60.26656127207221,385.85600000000005,382.22400000000005,10.31275811798172,3.819999999999993,0.009678481846512543,16.50999999999999,0.04321989528795811,22.159999999999968,0.05888136043576453,9.490000000000009,0.024394632666701055,0.0,8.248499999999995,0.0,206.30611089749013
2022-11-14 05:00:00+00:00,395.12,400.1799,394.83,528091,396.66,71893165,397.704826,382.1400962324926,408.3981844711184,59.48732672941339,4.040039937555662,1.7834268736196084,2.256613063936053,2022-11-14,0.0,0.0,0.0,0.0,0.0,0,11,0.0,1.0,-0.5000000000000004,0.8660254037844384,398.51,93752318.0,62.07522572590503,388.89,383.115,10.372162262517733,-3.3899999999999864,-0.008506687410604452,20.99000000000001,0.05610349343810972,15.170000000000016,0.03992630609290693,8.910000000000025,0.02307035032754201,36.310417238032414,8.160707142857136,0.0,240.3311757652525
2022-11-15 05:00:00+00:00,398.49,402.31,394.49,751201,401.15,93194452,398.801903,382.7812689292576,408.2995955709083,61.2182251493193,4.824234576190975,2.391588414133882,2.4326461620570927,2022-11-15,0.0,0.0,0.0,0.0,0.0,1,11,0.7818314824680297,0.6234898018587336,-0.5000000000000004,0.8660254037844384,395.12,71893165.0,59.48732672941339,392.188,384.512,10.254643826091483,3.3700000000000045,0.008529054464466501,3.8000000000000114,0.009627809166687706,16.49000000000001,0.043167539267015664,13.970000000000027,0.03633101009050255,38.49774642755074,8.274278571428567,0.0,295.3310784583901
2022-11-16 05:00:00+00:00,395.45,397.78,394.79,485119,396.78,68508454,395.993559,383.278081912424,408.171738898561,58.77857204967255,5.14114793037885,2.9415003173828755,2.199647612995974,2022-11-16,0.0,0.0,0.0,0.0,0.0,2,11,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,398.49,93194452.0,61.2182251493193,396.452,386.57000000000005,1.8888938562013353,-3.0400000000000205,-0.007628798715149765,-3.0600000000000023,-0.007678602795412881,21.319999999999993,0.05698553978563603,20.579999999999984,0.054899031664310316,38.11755219401107,8.13356428571428,0.0,302.1893340437981
2022-11-17 05:00:00+00:00,394.24,394.95,390.14,499524,390.46,74496255,392.571416,383.70796105311325,408.0331146309136,57.79136831336889,5.234329071917784,3.4000660682898576,1.8342630036279268,2022-11-17,0.0,0.0,0.0,0.0,0.0,3,11,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,395.45,68508454.0,58.77857204967255,396.362,388.893,2.0012171296476366,-1.2099999999999795,-0.003059805285118178,-0.8799999999999955,-0.00222717149220486,-0.44999999999998863,-0.001140135296055056,23.230000000000018,0.06261286757769335,35.35082900836903,7.809992857142853,0.0,302.499039268575
2022-11-18 05:00:00+00:00,396.03,397.81,393.04,523108,397.74,92769313,395.271884,384.19117826671663,407.91368065448665,58.89132006167168,5.390475788828098,3.7981480123975055,1.5923277764305928,2022-11-18,0.0,0.0,0.0,0.0,0.0,4,11,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,394.24,74496255.0,57.79136831336889,395.86600000000004,390.861,1.6035678969083818,1.7899999999999636,0.004540381493506329,-2.4600000000000364,-0.006173304223443643,-2.480000000000018,-0.006223181350530793,19.67999999999995,0.052291749701075974,35.290963566806795,7.88213571428571,0.0,317.45223496456765
2022-11-21 05:00:00+00:00,394.59,395.82,392.66,401650,394.64,51243189,394.472748,384.5989751974337,407.7811067176261,57.59108531316006,5.336511241805397,4.105820658279084,1.2306905835263129,2022-11-21,0.0,0.0,0.0,0.0,0.0,0,11,0.0,1.0,-0.5000000000000004,0.8660254037844384,396.03,92769313.0,58.89132006167168,395.76,392.325,1.6808628736441302,-1.4399999999999977,-0.0036360881751382745,-0.8600000000000136,-0.0021747376406625607,-0.5300000000000296,-0.0013413646487143716,14.639999999999986,0.03853138570864578,35.484737119232705,7.615707142857137,0.0,307.3354742014523
2022-11-22 05:00:00+00:00,399.9,400.07,395.1527,416891,396.63,60429025,398.281932,385.1990153857696,407.7026877453114,61.00965378473985,5.65700612671003,4.4160577519652735,1.2409483747447565,2022-11-22,0.0,0.0,0.0,0.0,0.0,1,11,0.7818314824680297,0.6234898018587336,-0.5000000000000004,0.8660254037844384,394.59,51243189.0,57.59108531316006,396.04200000000003,394.11499999999995,2.2688256874416624,5.310000000000002,0.013457006006234229,5.659999999999968,0.014356737012986898,1.4099999999999682,0.003538357298802808,17.899999999999977,0.04685863874345553,37.365428209284005,7.016421428571424,0.0,345.1319852487311
2022-11-23 05:00:00+00:00,402.42,402.93,399.31,476626,399.55,68261628,401.573894,385.8743481157394,407.65012368814416,62.55242499892504,6.044664442499027,4.741779090072025,1.302885352427002,2022-11-23,0.0,0.0,0.0,0.0,0.0,2,11,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,399.9,60429025.0,61.00965378473985,397.436,396.944,3.5777968080922418,2.5200000000000387,0.0063015753938484576,6.390000000000043,0.01613514127717619,6.970000000000027,0.01762548994816049,28.29000000000002,0.07561542779247854,39.31714911761583,6.8407071428571395,0.0,378.10841918308944
2022-11-25 05:00:00+00:00,402.33,402.91,401.535,184647,401.83,30545434,402.305318,386.5196677974751,407.5971871340333,62.45737441026651,6.272320793131428,5.047887430683906,1.224433362447522,2022-11-25,0.0,0.0,0.0,0.0,0.0,4,11,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,402.42,68261628.0,62.55242499892504,399.054,397.70799999999997,3.600337484180467,-0.09000000000003183,-0.00022364693603704744,7.740000000000009,0.01961529689044328,8.089999999999975,0.020520495129870087,7.639999999999986,0.019356963693024865,40.36692189352436,6.305349999999996,0.0,391.7526881979094
2022-11-28 05:00:00+00:00,395.91,400.81,395.11,441562,399.09,68021749,397.510431,386.88791611914274,407.48089671478925,55.92873262798646,5.867067839431684,5.211723512433462,0.6553443269982218,2022-11-28,0.0,0.0,0.0,0.0,0.0,0,11,0.0,1.0,-0.5000000000000004,0.8660254037844384,402.33,30545434.0,62.45737441026651,399.03,397.448,3.625844729162412,-6.419999999999959,-0.015957050182685784,-3.9899999999999523,-0.009977494373593299,-0.1199999999999477,-0.000303007347928097,-2.599999999999966,-0.006524303028782152,40.76756894756829,6.461064285714278,0.0,328.1376685018329
2022-11-29 05:00:00+00:00,395.23,397.3,393.3,421324,396.05,52310039,395.154646,387.2150566634901,407.3589972449904,55.2697331770912,5.428455777821512,5.255069965511073,0.173385812310439,2022-11-29,0.0,0.0,0.0,0.0,0.0,1,11,0.7818314824680297,0.6234898018587336,-0.5000000000000004,0.8660254037844384,395.91,68021749.0,55.92873262798646,399.158,397.459,3.4362581393129816,-0.6800000000000068,-0.0017175620721880946,-7.189999999999998,-0.0178669052233984,0.6400000000000432,0.0016219366937835211,0.11000000000001364,0.0002783964365256075,40.89007621210283,6.218207142857137,0.0,300.029302403834
2022-11-30 05:00:00+00:00,407.68,407.68,393.48,814133,395.49,144566653,401.661571,388.0176034610003,407.3621913022541,63.70252866024872,6.016113498465188,5.407278672101897,0.6088348263632914,2022-11-30,0.0,0.0,0.0,0.0,0.0,2,11,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,395.23,52310039.0,55.2697331770912,400.714,398.37800000000004,5.176864881373158,12.449999999999989,0.03150064519393769,5.350000000000023,0.013297541818904968,7.78000000000003,0.019454863715929083,9.189999999999998,0.023062059273758484,43.314632509969215,6.633207142857137,0.0,383.2416425592878
2022-12-01 05:00:00+00:00,407.38,410.0,404.75,600444,408.77,76398170,407.328242,388.7769131291964,407.3623685032267,63.39239860947847,6.384037769642248,5.602630491609967,0.7814072780322805,2022-12-01,0.0,0.0,0.0,0.0,0.0,3,12,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,407.68,144566653.0,63.70252866024872,401.706,399.571,5.995926116955965,-0.30000000000001137,-0.0007358712715855864,11.46999999999997,0.02897123083529074,4.9599999999999795,0.012325431141593235,11.930000000000007,0.03016816285244661,42.59266549165716,5.514635714285707,0.0,404.69946703112726
2022-12-02 05:00:00+00:00,406.91,407.86,402.14,573028,402.25,85266739,405.03909,389.4880145751103,407.3578673240901,62.87594302640466,6.562052081594175,5.7945148096068095,0.767537271987365,2022-12-02,0.0,0.0,0.0,0.0,0.0,4,12,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,407.38,76398170.0,63.39239860947847,402.622,400.838,6.447896556241785,-0.46999999999997044,-0.0011537139771220506,11.680000000000007,0.029552412519292526,4.580000000000041,0.011383690005716707,12.670000000000016,0.03213778409090917,38.87590074773004,5.513207142857136,0.0,412.5952128186155
2022-12-05 05:00:00+00:00,399.59,404.93,398.17,553485,403.95,77289815,400.969875,389.8841708662825,407.2805751119102,55.3171340532484,6.04280913988589,5.844173675662626,0.1986354642232637,2022-12-05,0.0,0.0,0.0,0.0,0.0,0,12,0.0,1.0,-2.4492935982947064e-16,1.0,406.91,85266739.0,62.87594302640466,403.358,401.194,5.650997257121506,-7.32000000000005,-0.017989235948981497,-8.090000000000032,-0.01984399529042391,3.67999999999995,0.009295041802429793,3.5600000000000023,0.008989217988536247,34.909849311438734,5.755357142857138,0.0,334.27088324926245
2022-12-06 05:00:00+00:00,393.83,399.99,391.64,613994,399.42,77972217,394.570567,390.0389092636832,407.1467385436325,50.20275946725442,5.107643768007506,5.696867694131602,-0.5892239261240961,2022-12-06,0.0,0.0,0.0,0.0,0.0,1,12,0.7818314824680297,0.6234898018587336,-2.4492935982947064e-16,1.0,399.59,77289815.0,55.3171340532484,403.07800000000003,401.11800000000005,6.165660548553971,-5.759999999999991,-0.014414775144523162,-13.550000000000011,-0.033261328489371134,-1.400000000000034,-0.003542241226627607,-0.7599999999999909,-0.0019260498238677926,31.57498883610242,5.793214285714283,0.0,256.41781152970185
2022-12-07 05:00:00+00:00,393.16,395.64,391.97,486280,392.94,65927896,393.466637,390.1613049788329,407.0075670158352,49.62798625697561,4.263310285561374,5.410156212417556,-1.146845926856182,2022-12-07,0.0,0.0,0.0,0.0,0.0,2,12,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,393.83,77972217.0,50.20275946725442,400.174,400.444,6.838927547502936,-0.6699999999999591,-0.0017012416524895269,-13.75,-0.03379125605170674,-14.519999999999982,-0.035616169544740894,-6.739999999999952,-0.01685421355338823,28.634143697047193,5.791071428571423,0.0,211.57950426106265
2022-12-08 05:00:00+00:00,396.24,397.36,393.2684,463709,395.14,60737912,395.802133,390.3996851757415,406.9004270455284,52.32992418793204,3.798908721986152,5.087906714331275,-1.2889979923451236,2022-12-08,0.0,0.0,0.0,0.0,0.0,3,12,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,393.16,65927896.0,49.62798625697561,397.946,399.826,5.6083357602763355,3.079999999999984,0.007833960728456546,-3.349999999999966,-0.008383593183012517,-11.139999999999986,-0.027345475968383326,-6.180000000000007,-0.01535708960787241,18.680396704904865,5.711785714285709,0.0,198.79660541840914
2022-12-09 05:00:00+00:00,393.28,397.62,393.15,483853,394.94,81353584,395.484909,390.5126386982614,406.7649004082595,49.57761413785244,3.155643579903142,4.701454087445649,-1.545810507542507,2022-12-09,0.0,0.0,0.0,0.0,0.0,4,12,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,396.24,60737912.0,52.32992418793204,395.21999999999997,398.921,2.7421068542261287,-2.9600000000000364,-0.0074702200686453946,-0.5500000000000114,-0.0013965416550288934,-13.630000000000052,-0.03349635054434652,-9.050000000000011,-0.02249397260954944,18.955800001165926,5.69035714285714,0.0,156.44927976102932
2022-12-12 05:00:00+00:00,398.95,398.95,393.412,442294,394.11,75405835,396.379045,390.8435156120551,406.6871402051923,54.512891985033065,3.068006860836306,4.374764642123781,-1.3067577812874749,2022-12-12,0.0,0.0,0.0,0.0,0.0,0,12,0.0,1.0,-2.4492935982947064e-16,1.0,393.28,81353584.0,49.57761413785244,395.092,399.225,2.4905160107885083,5.670000000000016,0.014417209113100071,5.789999999999964,0.014726828772001044,-0.6399999999999864,-0.0016016416827248081,3.0399999999999636,0.007678512793311443,18.963705056598883,5.854642857142859,0.0,167.24592661410992
2022-12-13 05:00:00+00:00,401.97,410.49,399.07,894907,410.22,123782534,403.752566,391.2798483331509,406.6402034867327,56.93092553641828,3.2052942534666613,4.1408705643923565,-0.9355763109256952,2022-12-13,0.0,0.0,0.0,0.0,0.0,1,12,0.7818314824680297,0.6234898018587336,-2.4492935982947064e-16,1.0,398.95,75405835.0,54.512891985033065,396.71999999999997,399.899,3.7839463526844943,3.0200000000000387,0.007569870911141807,5.730000000000018,0.014460932768019408,8.140000000000043,0.020668816494426645,6.740000000000009,0.01705336133390678,18.975032459579438,6.287500000000002,0.0,182.48036846641992
2022-12-14 05:00:00+00:00,399.4,405.5,396.31,851107,401.61,108111349,401.197115,391.5982856534196,406.56816166099406,54.28623661727253,3.0713137861147857,3.9269592087368426,-0.8556454226220569,2022-12-14,0.0,0.0,0.0,0.0,0.0,2,12,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,401.97,123782534.0,56.93092553641828,397.968,399.071,3.3164092027363843,-2.57000000000005,-0.006393511953628472,6.1200000000000045,0.01556143205858418,6.239999999999952,0.01587140095635342,-8.28000000000003,-0.020310047095761452,18.984853685864323,6.6853571428571446,0.0,166.7300669189184
2022-12-15 05:00:00+00:00,389.63,395.25,387.885,851158,394.3,117705889,390.185716,391.5210979807365,406.3996227389941,45.61165888938251,2.151969388205373,3.5719612446305486,-1.4199918564251757,2022-12-15,0.0,0.0,0.0,0.0,0.0,3,12,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,399.4,108111349.0,54.28623661727253,396.64599999999996,397.296,5.044604047890603,-9.769999999999982,-0.024461692538808144,-9.319999999999993,-0.023361323474119566,-6.610000000000014,-0.016681809004643666,-17.75,-0.04357111296578131,20.48461820874104,7.409642857142858,0.0,98.15489367521664
2022-12-16 05:00:00+00:00,383.27,386.575,381.04,744379,385.18,118935616,383.313969,391.1975255109036,406.1694772391036,41.01684339045955,0.8998110207469381,3.037531199853827,-2.1377201791068887,2022-12-16,0.0,0.0,0.0,0.0,0.0,4,12,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,389.63,117705889.0,45.61165888938251,394.64399999999995,394.932,7.895244138086791,-6.360000000000014,-0.01632317840002062,-18.700000000000045,-0.04652088464313264,-10.009999999999991,-0.025452603742880386,-23.640000000000043,-0.05809638494998903,24.359197981784632,7.507500000000001,0.0,36.907407718986704
2022-12-19 05:00:00+00:00,380.02,383.82,378.28,521301,383.47,79878103,380.520396,390.75919117714267,405.90928343572944,38.862410957899385,-0.3507382531392409,2.359877309255213,-2.7106155623944543,2022-12-19,0.0,0.0,0.0,0.0,0.0,0,12,0.0,1.0,-2.4492935982947064e-16,1.0,383.27,118935616.0,41.01684339045955,390.858,392.975,9.656478136463262,-3.25,-0.008479661857176413,-19.379999999999995,-0.04852278417626443,-18.930000000000007,-0.04744955508209048,-19.569999999999993,-0.048975199579569084,29.128082958583036,7.617500000000002,0.0,-13.630534132152924
2022-12-20 05:00:00+00:00,380.54,382.23,377.85,513483,379.23,74427240,380.652492,390.3584385819606,405.6568527547769,39.41077717505804,-1.2850348266611036,1.6308948820719502,-2.915929708733054,2022-12-20,0.0,0.0,0.0,0.0,0.0,1,12,0.7818314824680297,0.6234898018587336,-2.4492935982947064e-16,1.0,380.02,79878103.0,38.862410957899385,386.572,391.646,8.12597501842035,0.5200000000000387,0.001368349034261529,-9.089999999999975,-0.023329825732104736,-21.430000000000007,-0.05331243625146154,-13.289999999999964,-0.03374552471878722,32.640388542578876,6.916071428571432,0.0,-50.644221215730084
2022-12-21 05:00:00+00:00,386.23,387.41,382.69,478300,383.25,78167369,385.729961,390.19653902972686,405.4635507373165,45.2026081308934,-1.5484861611678298,0.9950186734239944,-2.543504834591824,2022-12-21,0.0,0.0,0.0,0.0,0.0,2,12,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,380.54,74427240.0,39.41077717505804,383.938,390.95300000000003,4.030988712461389,5.689999999999998,0.014952436011983039,2.9600000000000364,0.007723015106843922,-13.169999999999959,-0.032974461692538704,-6.930000000000007,-0.01762641163902734,33.67335170037029,7.031785714285718,0.0,-69.99561313938085
