timestamp,close,high,low,trade_count,open,volume,vwap,EMA_50,EMA_200,RSI_14,MACD,MACD_Signal,MACD_Hist
2022-10-18 04:00:00+00:00,371.13,375.45,367.52,678100,375.13,98962943,371.092871,382.0576862625388,414.05685,48.440563385683355,-6.77448024191375,-8.236498508887584,1.4620182669738337
2022-10-19 04:00:00+00:00,368.5,371.85,365.55,534024,368.99,81191329,368.506108,381.52601229145887,413.60354800995026,46.753380565292765,-6.0843776482357725,-7.806074336757222,1.7216966885214493
2022-10-20 04:00:00+00:00,365.41,372.67,364.61,637990,368.03,89795566,367.835011,380.8940118094409,413.12401021880646,44.77994074189215,-5.720857067454006,-7.389030882896579,1.6681738154425734
2022-10-21 04:00:00+00:00,374.29,374.8,363.54,720347,365.12,134419474,370.760131,380.6350309541687,412.73760215692784,51.160012757106195,-4.662476474904679,-6.843720001298199,2.18124352639352
2022-10-24 04:00:00+00:00,378.87,380.06,373.11,627087,375.89,87697246,377.404097,380.5658140540053,412.4006110906898,54.1053050162606,-3.4147711505437996,-6.157930231147319,2.7431590806035198
2022-10-25 04:00:00+00:00,384.92,385.25,378.671,599910,378.79,80716012,383.154798,380.73656644404434,412.12717217436455,57.731447074459865,-1.915688390425771,-5.309481863003009,3.3937934725772383
2022-10-26 04:00:00+00:00,382.02,387.58,381.35,659898,381.62,104989718,383.787379,380.7868971717289,411.82759832188333,55.46909239276379,-0.950701175057759,-4.4377257254139595,3.4870245503562005
2022-10-27 04:00:00+00:00,379.98,385.0,379.33,602264,383.07,83114489,381.629019,380.7552541453866,411.5107067962925,53.8698622494019,-0.34655790176310575,-3.6194921606837887,3.272934258920683
2022-10-28 04:00:00+00:00,389.02,389.52,379.68,597440,379.87,103100112,386.343814,381.07936182595967,411.2869186689662,59.44919579379798,0.8518627015504876,-2.7252211882369335,3.577083889787421
2022-10-31 04:00:00+00:00,386.21,388.4,385.26,593420,386.44,97000212,386.633242,381.28056332298087,411.0373970901706,57.13590997684094,1.5569288414508833,-1.8687911822993704,3.4257200237502534
2022-11-01 04:00:00+00:00,384.52,390.39,383.29,542405,390.14,85675227,385.546624,381.407600055413,410.773542392756,55.731325856012084,1.9567734941767867,-1.103678247004139,3.060451741180926
2022-11-02 04:00:00+00:00,374.87,388.63,374.76,896387,383.9,129869586,381.393905,381.1512235826517,410.4162932147186,48.41279286348704,1.4779421139002125,-0.5873541748232688,2.065296288723481
2022-11-03 04:00:00+00:00,371.01,374.2,368.79,642147,371.465,87348809,372.014603,380.7535285401948,410.0241907946717,45.820810164643206,0.7780264499922964,-0.3142780498601558,1.0923044998524523
2022-11-04 04:00:00+00:00,376.35,378.87,370.0,704416,377.0,106018690,374.238234,380.5808411464617,409.68912421960033,49.823150248889824,0.6467759845374985,-0.12206724298062491,0.7688432275181234
2022-11-07 05:00:00+00:00,379.95,380.57,375.53,479700,377.71,68286947,378.277049,380.55610227797297,409.39321253582324,52.37727246414251,0.823753243972817,0.06709685441006348,0.7566563895627535
2022-11-08 05:00:00+00:00,382.0,385.12,377.72,602485,381.11,84641062,382.082541,380.6127257180525,409.12064325685986,53.818853424965546,1.116555903143194,0.2769886641566896,0.8395672389865043
2022-11-09 05:00:00+00:00,374.13,381.14,373.61,595032,379.93,78495470,377.041946,380.35850118008966,408.772477652314,47.83260959637689,0.7054291443377565,0.36267676019290296,0.34275238414485354
2022-11-10 05:00:00+00:00,394.69,395.04,385.642,963919,388.05,141455847,391.148514,380.9205207416548,408.63235349656964,60.26656127207221,2.0153961664207714,0.6932206414384767,1.3221755249822946
2022-11-11 05:00:00+00:00,398.51,399.35,393.61,650865,395.59,93752318,396.967279,381.6103042419821,408.5316335612804,62.07522572590503,3.3234854724240677,1.219273607635595,2.1042118647884727
2022-11-14 05:00:00+00:00,395.12,400.1799,394.83,528091,396.66,71893165,397.704826,382.1400962324926,408.39818447111844,59.48732672941339,4.040039937555662,1.7834268736196084,2.2566130639360535
2022-11-15 05:00:00+00:00,398.49,402.31,394.49,751201,401.15,93194452,398.801903,382.78126892925764,408.2995955709083,61.2182251493193,4.824234576190975,2.391588414133882,2.4326461620570927
2022-11-16 05:00:00+00:00,395.45,397.78,394.79,485119,396.78,68508454,395.993559,383.278081912424,408.171738898561,58.77857204967255,5.14114793037885,2.9415003173828755,2.199647612995974
2022-11-17 05:00:00+00:00,394.24,394.95,390.14,499524,390.46,74496255,392.571416,383.70796105311325,408.03311463091364,57.79136831336889,5.234329071917784,3.4000660682898576,1.8342630036279268
2022-11-18 05:00:00+00:00,396.03,397.81,393.04,523108,397.74,92769313,395.271884,384.19117826671663,407.91368065448665,58.89132006167168,5.390475788828098,3.7981480123975055,1.5923277764305928
2022-11-21 05:00:00+00:00,394.59,395.82,392.66,401650,394.64,51243189,394.472748,384.5989751974337,407.78110671762613,57.59108531316006,5.336511241805397,4.105820658279084,1.2306905835263127
2022-11-22 05:00:00+00:00,399.9,400.07,395.1527,416891,396.63,60429025,398.281932,385.1990153857696,407.70268774531144,61.00965378473985,5.65700612671003,4.4160577519652735,1.2409483747447565
2022-11-23 05:00:00+00:00,402.42,402.93,399.31,476626,399.55,68261628,401.573894,385.8743481157394,407.65012368814416,62.55242499892504,6.044664442499027,4.741779090072025,1.302885352427002
2022-11-25 05:00:00+00:00,402.33,402.91,401.535,184647,401.83,30545434,402.305318,386.5196677974751,407.59718713403333,62.45737441026651,6.272320793131428,5.047887430683906,1.224433362447522
2022-11-28 05:00:00+00:00,395.91,400.81,395.11,441562,399.09,68021749,397.510431,386.88791611914274,407.48089671478925,55.92873262798646,5.867067839431684,5.211723512433462,0.6553443269982218
2022-11-29 05:00:00+00:00,395.23,397.3,393.3,421324,396.05,52310039,395.154646,387.2150566634901,407.35899724499035,55.2697331770912,5.428455777821512,5.255069965511073,0.17338581231043904
2022-11-30 05:00:00+00:00,407.68,407.68,393.48,814133,395.49,144566653,401.661571,388.0176034610003,407.36219130225413,63.702528660248724,6.016113498465188,5.407278672101897,0.6088348263632914
2022-12-01 05:00:00+00:00,407.38,410.0,404.75,600444,408.77,76398170,407.328242,388.77691312919643,407.3623685032267,63.39239860947847,6.384037769642248,5.602630491609967,0.7814072780322805
2022-12-02 05:00:00+00:00,406.91,407.86,402.14,573028,402.25,85266739,405.03909,389.4880145751103,407.35786732409014,62.87594302640466,6.5620520815941745,5.7945148096068095,0.767537271987365
2022-12-05 05:00:00+00:00,399.59,404.93,398.17,553485,403.95,77289815,400.969875,389.8841708662825,407.2805751119102,55.3171340532484,6.04280913988589,5.844173675662626,0.19863546422326372
2022-12-06 05:00:00+00:00,393.83,399.99,391.64,613994,399.42,77972217,394.570567,390.0389092636832,407.1467385436325,50.20275946725442,5.107643768007506,5.696867694131602,-0.5892239261240961
2022-12-07 05:00:00+00:00,393.16,395.64,391.97,486280,392.94,65927896,393.466637,390.1613049788329,407.0075670158352,49.62798625697561,4.263310285561374,5.410156212417556,-1.146845926856182
2022-12-08 05:00:00+00:00,396.24,397.36,393.2684,463709,395.14,60737912,395.802133,390.39968517574147,406.9004270455284,52.329924187932036,3.7989087219861517,5.087906714331275,-1.2889979923451236
